SOURCES — every source with tier and retrieval date,,,,,
,,,,,
ID,Source,Tier,URL,Retrieved,Used for
S184,"E.ON SE, Geschäftsbericht 2025 and 2024 — Energy Retail segment note (adj. EBITDA and D&A by country) and management-report sales-volume table (bn kWh by country, fuel and customer group). Note: eon.com and annualreport.eon.com return Cloudflare 403 to non-browser clients; retrieved via hauptversammlung.de mirror of the identical published documents",1,https://hauptversammlung.de/fileadmin/public/user_upload/EON_GB25.pdf,2026-07-24,
S185,"Fraunhofer ISI, Industriestrompreise — Abschlussbericht. German industrials 70–150 GWh/a, 2013: actual mean procurement 4.68 ct/kWh vs modelled wholesale proxy 4.69 ct/kWh (80% forward / 20% spot) → implied mark-up ≈ 0. Only published observation inside the XL archetype band",2,https://www.isi.fraunhofer.de/,2026-07-24,
S186,"Trianel GmbH, ""Analyse und Kalkulation von Risikoaufschlägen für den Strom- und Gasvertrieb"" (doc 03-2018/96). Risk Adder for real RLM industrial load clusters: 0.08–1.83 €/MWh, portfolio 0.67 €/MWh (structuring + balancing + forecast-error only; excludes Bindefrist, credit, losses, margin). Supports the low-end bracket",3,https://www.trianel.com/docs/webmagazin/vertrieb/vertrieb-risikoaufschlaege-kalkulieren-trianel.pdf,2026-07-24,
S187,"EnWG §6b — Rechnungslegung und Buchführung. Abs. 3 S. 1 lists SEVEN activities requiring separate accounts (Übertragung, Verteilung, Fernleitung, Gasverteilung, Gasspeicherung, LNG, Ladepunkte); Vertrieb is NOT among them, and S. 3 permits other electricity activities to be merged. Abs. 7 S. 6 requires non-listed activity accounts to be treated as trade secrets. Evidence for ""no German CSS equivalent exists""",1,https://www.gesetze-im-internet.de/enwg_2005/__6b.html,2026-07-24,
S188,"E.ON SE Annual Reports 2021, 2022 and 2023 — Customer Solutions segment note (adj. EBITDA/EBIT by country) and Power Sales / Gas Sales volume tables (bn kWh by country and customer group). Used to extend the Germany retail margin series back to FY2021. Restatement flags: FY21 Germany EBITDA 660 → 694 (AR2022); FY23 volumes restated in GB24 (use the Customer-groups subtotal, not Total)",1,https://www.annualreports.com/HostedData/AnnualReportArchive/e/OTC_ENAKF_2023.pdf,2026-07-24,
S189,"EEG 2009 (Stammfassung, Art. 1 G. v. 25.10.2008, BGBl. I S. 2074) §§40–44 as in force for benefit years 2010–2012 — UNAMENDED until the EEG 2012 changes took effect 01.01.2012; plus §6 Abs.1 Nr.1 AusglMechV (v. 17.07.2009, BGBl. I S. 2101) fixing the privileged rate at 0.05 ct/kWh, and §41(3) S.1 EEG 2009 establishing the 10% Selbstbehalt. Also EEG 2012 §41(3) tranche ladder and §66(13) timing rule",1,https://www.clearingstelle-eeg-kwkg.de/sites/default/files/EEG-110501r2-1.pdf,2026-07-24,
S190,"ÜNB EEG-Jahresabrechnung 2011 (testiert, Stand 20.07.2012), netztransparenz.de — non-privileged Letztverbrauch 377.087 TWh @ 3.530 ct/kWh and privileged 85.118 TWh @ 0.050 ct/kWh, reconciling to the published Soll-Einnahmen of €13,353,740,622.46 to the cent. Confirms both the 2011 headline Umlage and the 0.05 ct/kWh privileged rate as the rate ACTUALLY charged",1,https://www.netztransparenz.de/xspproxy/api/staticfiles/ntp-relaunch/dokumente/erneuerbare%20energien%20und%20umlagen/eeg-jahresabrechnungen/vorjahre/eeg-jahresabrechnung_2011.pdf,2026-07-24,
S191,"BAFA BesAR decision statistics (besar_2011.xls, Stand 21.11.2012: 603 Unternehmen, 818 Abnahmestellen, 75,974 GWh privilegierte Strommenge) and BMU Hintergrundpapier Besondere Ausgleichsregelung (30.03.2012) — including the statement that Schienenbahnen and ~80% of privileged manufacturing Abnahmestellen carried the 10% Selbstbehalt, covering about one third of privileged volume. Used to corroborate the regime and to date the EEG 2012 threshold change (privileged undertakings 734 in 2012 → 1,691 in 2013)",1,https://web.archive.org/web/20120522180414if_/http://www.erneuerbare-energien.de/files/pdfs/allgemein/application/pdf/eeg_hintergrundpapier_besar_bf.pdf,2026-07-24,
S192,"Eurostat structural business statistics — value added, EU27, NACE Rev.2 classes 24.10 / 24.42 / 23.51 / 17.12. Legacy sbs_na_ind_r2 (indic_sb=V12150, to 2020; geo=EU27_2007 is the ONLY vintage carrying 2010) and sbs_ovw_act (indic_sbs=AV_MEUR, 2021+). 2010 values EUR m: steel 22,109 / aluminium 7,268 / cement 6,543 / paper 14,128. CAUTION: cement and paper are confidentiality-suppressed at EU27 in most 2011-2017 years, and there is a definitional break at 2020/2021 (EU27 manufacturing total jumps +16%) — do not build a weight vector straddling it",1,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/sbs_na_ind_r2?format=JSON&geo=EU27_2007&nace_r2=C2410&indic_sb=V12150,2026-07-24,
S193,"JRC136525 and European Aluminium — EU primary aluminium ~2.0 Mt against ~5.6 Mt of scrap consumed, establishing that NACE 24.42 value added spans far more than the primary metal the tonnage series measures. Basis for the scope-adjusted weight variant (f=0.35 of 24.42 value added attributed to primary; f is an inference, flagged as such, hence variant not headline). Also records that the 24.4 parent is WORSE not better — aluminium is only 44.5% of 24.4 value added in 2010",2,https://publications.jrc.ec.europa.eu/repository/,2026-07-24,
S194,"UK: The Electricity Supplier Obligations (Amendment and Excluded Electricity) Regulations 2015, SI 2015/721, SCHEDULE ""Specified activities"" (substituted in full by SI 2017/1051; 10.61 inserted by SI 2020/130) — the master list of EII-eligible sectors, 71 four-digit NACE Rev.2 classes across 18 divisions. SI 2024/409 reg 5 only CROSS-REFERS to this Schedule. Firm-level test at reg 8(1)(b)(i)/(2)(a): electricity cost impact >= 0.2 (20% of gross value added), over the three most recent business years (reg 9(2)(a))",1,https://www.legislation.gov.uk/uksi/2015/721/schedule,2026-07-24,
S195,"Germany: EnFG Anlage 2 (zu §31) ""Stromkosten- oder handelsintensive Branchen"" — Liste 1 (91 WZ2008 classes) and Liste 2 (25), together a character-for-character transposition of CEEAG (2022/C 80/01) Annex 1. §30 eligibility: >1 GWh at the Abnahmestelle + energy management system + an efficiency/decarbonisation condition. NO firm-level electricity-intensity threshold exists — the EEG BesAR 14%/20% tests were dropped in the move to CEEAG",1,https://www.gesetze-im-internet.de/enfg/anlage_2.html,2026-07-24,
S196,"Destatis, Produktionsindex für energieintensive Industriezweige — published monthly since reference month June 2022, back-calculated to 2005; WISTA 2/2023 (Vogel/Neumann/Linz) documents the construction. Contains exactly five WZ2008 divisions (17, 19, 20, 23, 24), selected on energy use per euro of gross value added at factor cost — 77% of industrial energy against ~17-21% of industrial GVA in 2021. Food (WZ 10) is DELIBERATELY EXCLUDED despite high absolute energy use. GENESIS table 42153-0001",1,https://www.destatis.de/DE/Methoden/WISTA-Wirtschaft-und-Statistik/2023/02/produktionsindex-energieintensive-industriezweige-022023.pdf?__blob=publicationFile,2026-07-24,
S197,"LINE LOSSES — four primary instruments, retrieved 2026-07-24 for Q92/D70. (1) GB Elexon Balancing and Settlement Code Section T (Settlement and Trading Charges), Transmission Loss Multiplier: TLM = 1 + TLF + TLMO-, with zonal Transmission Loss Factors from 1 April 2018 under BSC Modification P350; demand-side TLM used here 1.008. (2) Northern Powergrid (Yorkshire) Use of System Charging Statement, Annex 5 Line Loss Factors — HV (distribution-connected) LLF 1.024; CVA transmission-connected sites take no LLF (1.000) as they sit above the distribution network. (3) Germany, EnWG §22 (Beschaffung der Energie zur Deckung von Verlusten) — network operators procure loss energy themselves, in a market-based and transparent procedure. (4) Germany, StromNEV §10 (Kostenmäßige Behandlung von Verlustenergie) — the cost of that loss energy is recovered inside the network charge. Together (3)+(4) establish that the German published Netzentgelt ALREADY contains losses, so no customer-side gross-up applies and adding one would double-count. Used in: assumptions r78-80; timeseries r107-110; data_lineitems r1504-1567.",1,https://www.elexon.co.uk/the-bsc/bsc-section-t/ ; https://www.northernpowergrid.com/charging-statements ; https://www.gesetze-im-internet.de/enwg_2005/__22.html ; https://www.gesetze-im-internet.de/stromnev/__10.html,2026-07-24,
S198,"WHOLESALE GAS PRICES, calendar-year averages, retrieved 2026-07-25 for Q94. UK (p/therm): Ofgem 'Wholesale Energy Markets in 2016' para 2.12 (2014=50, 2015=42) and 'State of the Energy Market 2017' (2016=35, 2015=43; 42.5 entered for 2015); ONS/National Gas 'System Average Price (SAP) of gas' dataset (file systemaveragepriceofgasdataset230726.xlsx, tab '1.Daily SAP Gas', own daily means x29.3071) for 2018-2025 = 60.9/35.1/25.1/114.2/208.5/100.8/84.0/89.1; SAP is a within-day OCM price, tracks NBP DA within 1-2 p/th. 2010-13 & 2017: Energy Institute Statistical Review 2025 'Natural gas prices' NBP USD/mmbtu / ECB annual USD-GBP x10, estimated=Y. DE (EUR/MWh): BNetzA Monitoringbericht THE EGSI day-ahead (2022=124.98, 2024=34.64); EC Quarterly Report on European Gas Markets TTF day-ahead (2023=41, 2025=36); ACER CHEST item 1068 (2021=47.2); 2010-20 EI SR derived, estimated=Y. Conversion 1 therm = 29.3071 kWh verified. Full provenance incl. dead ends: gas_srmc_staging.md.",1,https://www.ons.gov.uk/economy/economicoutputandproductivity/output/datasets/systemaveragepricesapofgas ; https://www.ofgem.gov.uk/sites/default/files/docs/2016/08/wholesale_energy_markets_in_2016.pdf ; https://energy.ec.europa.eu/data-and-analysis/market-analysis_en ; https://aegis.acer.europa.eu/chest/dataitems/1068/view,2026-07-25,
S199,"CARBON PRICES & EMISSION FACTOR cross-checks, retrieved 2026-07-25 for Q94. ICAP Allowance Price Explorer open API (EU ETS systems 33/34, UK ETS 13; ICE front-Dec settle + auction clears): EUA annual means 2010-25 incl 2010=14.34, 2011=12.94 EUR/t (the workbook carbon!r5 auction-VWA series has no 2010-11); agrees with carbon!r5 within ~2 EUR/t 2012-25. Verified against EC COM(2025)735 (2024 EUA 64.74) and ESMA Carbon Markets 2026 (2025 EUA 74). UKA: ICAP 2021-25 = 54.57/79.18/55.83/39.02/49.55 GBP/t; gov.uk penalty determinations cross-check (NB those average the 12 months to 11 Nov, NOT the calendar year). CPS fiscal rates verified (Commons Library SN05927; Finance Act 2014 s98; HMRC CCL rates page): 13/14 4.94, 14/15 9.55, 15/16 18.08 (NOT 18.00), 18.00 from 16/17 through >=2027/28. Gas EF: DESNZ GHG conversion factors 2025 condensed set, Fuels sheet, natural gas kWh Gross CV = 0.18296 kgCO2e/kWh (CO2-only 0.18259). German gas plants pay EUA only (BEHG excludes ETS installations). ICAP licence: non-commercial with citation; do not republish the daily series.",1,https://icapcarbonaction.com/en/ets-prices ; https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2025 ; https://researchbriefings.files.parliament.uk/documents/SN05927/SN05927.pdf,2026-07-25,
S200,"NUCLEAR PRICE ANCHORS retrieved 2026-07-25 (owner request: HPC-based UK figure + German restart). (1) NAO, Sizewell C, HC 33 Session 2026-27, 20.05.2026: para 2.19 HPC CfD = GBP 128.94/MWh in 2025 prices over 35 years; para 1.14 confirms the GBP 92.50 -> 89.50 (2012 prices) reduction TRIGGERED at the Sizewell C FID (22.07.2025). (2) LCCC CfD Strike Price Adjustment Guidance Feb 2026 v7: indexation = CPI D7BT, contractual base Oct-2011 CPI 94.5, annual reset 1 April on January CPI; 2026/27 season value 132.12 GBP/MWh. LCCC register entry NUC-HPC-198 is JS/bot-gated - not scraped. (3) Radiant Energy Group, Restarting Germany's Reactors: Viability and Outlook, Jun 2026: 14 reactors / 18.7 GW / ~147 TWh/yr restartable; capex EUR 1.0-4.8bn per unit (program 39.3bn); LCOE group means EUR 37-71/MWh across state-backed/private scenarios (Brokdorf 31-33 cheapest). Supersedes the Dec-2024 edition (9 reactors, ~EUR 20bn, EUR 22-30/MWh opex-only). Advocacy-adjacent, anonymous opex sourcing, not peer-reviewed - flagged wherever drawn. (4) IEA/NEA Projected Costs of Generating Electricity 2020, Table 8.1 p.149: LTO LCOE at 7%/85%CF = USD 31.2-41.1 (10-yr) / 28.6-34.7 (20-yr) per MWh for overnight USD 450-950/kWe - the independent benchmark bracketing the Radiant A/B numbers. Used in: lcoe r33-34, article fig8.",1,https://www.nao.org.uk/wp-content/uploads/2026/05/sizewell-c.pdf ; https://assets.www.lowcarboncontracts.uk/documents/CfD_SPA_Guidance_February_2026_v7.pdf ; https://www.radiantenergygroup.com/_files/ugd/ae75b7_bc5db590cf5a4ac6a4a0d6812a58ada6.pdf ; https://www.oecd-nea.org/upload/docs/application/pdf/2020-12/egc-2020_2020-12-09_18-26-46_781.pdf,2026-07-25,
S201,"UKCS COST SERIES retrieved 2026-07-25 (fills the disclosed-anchor gaps in north_sea_og r12/r16). (1) NSTA, Income from and expenditure on UK upstream oil and gas 1970-2024 (xlsx, sheet Annual for Web): capex incl E&A NOMINAL GBP bn 2010-24 = 7.40/10.70/13.30/16.00/16.20/12.64/8.92/6.24/5.55/6.22/4.04/3.76/4.61/5.05/6.05; total opex 7.17...7.78; GDP deflator column (2024=100) banked r41; 2009-14 built on OGUK Activity Survey per workbook notes. (2) NSTA Feb-2026 projections workbook: 2025e capex 5.11 (2025 prices), UOC 17.63/boe, FX table. (3) UOC: OGA/NSTA UOC reports + benchmarking dashboards 2015-24 (15.0/12.0/11.6/11.6/11.9/11.2/15.24/16.35/18.59/19.49; 2017 revised ~11.35-11.4); 2012-14 OGUK via BBC/OGJ coverage (13.5/17/18.5, secondary); 2011 OGUK $17/boe (EST GBP 10.6); 2010 COMPUTED 8.8 = opex/production (production back-derived from OGUK decline rates — EST). Caveat: dashboard UOC (survey gross opex) vs projections UOC (national accounts) differ <=0.1/boe 2022-24. Used in: north_sea_og r12/r16/r41/r42; article fig11. Reserve energy conversion used in fig10: 1 boe = 5.8 MMBtu = 1.6997 MWh (EI convention).",1,https://www.nstauthority.co.uk/media/zrppkyvk/ukcsincomeandexpenditureincludingannualestimatesto2024v2.xlsx ; https://www.nstauthority.co.uk/media/zo1nmwbo/nsta-medium-term-projections-february-2026.xlsx ; https://www.nstauthority.co.uk/media/4514/ukcs-operating-cost-analysis.pdf ; https://www.nstauthority.co.uk/news-publications/2024-benchmarking-dashboards-production-efficiency-and-unit-operating-cost/,2026-07-25,
S202,"GAS RENT LEDGER & DELIVERED-COST SOURCES retrieved 2026-07-25 (Q95). (1) HMRC, Statistics of government revenues from UK oil and gas production, Sept-2025 edition, Table 2 (ODS): net RFCT/SC/PRT/EPL by FY 1968-69..2024-25; FY2022-23 9,011m / 23-24 6,110 / 24-25 4,469 (banked north_sea_og r44). (2) HMT/HMRC policy paper Energy Profits Levy — reforms 2024: EPL 38% from 01.11.2024, end 31.03.2030 -> 78% marginal with RFCT 30 + SC 10; Autumn Budget 2025: OGPM successor (35% revenue charge above $90/bbl / 90p/therm, 2026-27 terms, via Deloitte TaxScape). (3) OBR EFO Nov-2025: oil&gas revenues 2.7bn 2025-26. (4) OIES NG-195 (Fulwood, Oct-2024) Fig 2/16 UK cost stack 2021 real-2022$: UK domestic, EU pipe, Qatar LNG <$5; Norway <$6; US LNG 9.87 (marginal supply); marginal-FIELD basis. (5) OIES Energy Comment (Fulwood, Jan-2025) p.7: US LNG build-up feedgas 115%xHH + liq 2.50-3.00 + shipping 1.50 + regas 0.45; Qatar delivered 5-6. (6) CSIS (Tsafos 2019): Cheniere liquefaction fees 2.25-3.50. (7) OIES NG-148 (2019): no separate UKCS gas-only cost data exists; SNS/Irish Sea opex ~$15/boe 2017. (8) Aker BP Q4-2024: NCS production cost USD 5.7/boe FY24; sodir.no Gassled tariff regs; norskpetroleum.no NCS opex NOK ~94bn 2025. (9) EIA Henry Hub annual: 2024 2.19 / 2025 3.52. (10) World Bank CMO: TTF 2024 10.96; IEA Gas Market Report Q1-2026: TTF 2025 ~11.9, HH 3.6. NBP-TTF proximity: approximation, no free official NBP annual series (flagged). Used in: north_sea_og r44-47, Q95, article fig12 + section 9-10 prose.",1,https://www.gov.uk/government/statistics/government-revenues-from-uk-oil-and-gas-production--2/government-revenues-from-oil-and-gas-production-september-2025 ; https://www.gov.uk/government/publications/energy-profits-levy-reforms-2024/energy-profits-levy-reforms-2024 ; https://www.oxfordenergy.org/wpcms/wp-content/uploads/2024/10/NG-195-What-Drives-International-Gas-Prices-in-Competitive-Markets.pdf ; https://www.eia.gov/dnav/ng/hist/rngwhhdA.htm,2026-07-25,
S203,"UKCS RESOURCE LADDER & EXPLORATION sources retrieved 2026-07-25 (Q96). (1) NSTA, UK Oil and Gas Reserves and Resources as at end 2024 (17.10.2025, 26pp): Table 2 p.11 reserves 1P 1.9/2P 2.9/3P 3.6; 2C 6.2 by maturity category; Tables 3-4 fluid split oil 4.3/gas 2.0; s4.4/Fig 11 p.14 marginal discoveries 3.4 bn boe (2.0 unlicensed, 42% gas); Tables 7-9 pp.15-18 mapped prospective P90 3.3/mean 4.6/P10 6.0 (15% CoS cut-off, drill-ready 0.3); Table 10 p.19 play-level 11.2; ss3.1-3.4 pp.5-7 2024 progression (401 mmboe produced, <50 sanctioned, -90 revisions, RRR -14%). Prior editions 2018-2023 for the discoveries series (exec summaries: 239/240/212/<50/100/<100/<100 mmboe). (2) OGA Wells Insight Report 2018 pp.14,17: ~50% success rate 2000-2017; finding cost GBP 2-4/boe (both chart-only). Wells Insights 2025 (28.10.2025, PowerBI-only; counts via Energy Voice): 2024 = 3 exploration + 3 appraisal, 10-yr low. (3) E&A wells series 2010-2024 = OWN TABULATION from NSTA Open Data 'UKCS offshore wellbores top holes (WGS84)' (WONS-derived), origin wells by spud year - est=Y, anchors reconcile. (4) NSTA 33rd round release 07.10.2022: discovery->first production ~5 yrs. (5) NSTA projections methodology Feb-2026: stylised central only, 9%/13% declines beyond yr-5; medium-term workbook 1.09 mmboe/d 2024 -> 0.65 2030. (6) Westwood/OEUK UKCS Outlook Jun-2025: low 2.57 / high 4.26 / unconstrained ~7.5 bn boe to 2050; NSTA recovery vintage slide 6.5->3.8. (7) OEUK Business Outlook 2025/26 releases: LNG reliance fans (full 2026 PDF checkout-gated - not registered, per research rule). Used in: north_sea_og r48-51, Q96, article fig13 + section 9 prose.",1,https://www.nstauthority.co.uk/media/hgnp1k2x/reserves-and-resources-report-2024.pdf ; https://www.nstauthority.co.uk/media/5107/oga_wells_insight_report_2018.pdf ; https://www.westwoodenergy.com/wp-content/uploads/2025/06/Westwood-OEUK-UKCS-Outlook-Summary-Report-June-2025.pdf ; https://open-data-ukcs-transition.hub.arcgis.com/datasets/UKCS-transition::ukcs-offshore-wellbores-top-holes-wgs84,2026-07-25,
S204,"QEP JUNE-2026 PRINT + METHODOLOGY retrieved 2026-07-26 (Q93 out-of-sample check; Q92 read). (1) DESNZ, Prices of fuels purchased by non-domestic consumers in the UK excl CCL (QEP 3.4.1), June-2026 edition (published 30.06.2026, table_341__2_.xlsx): Q1-2026 electricity p/kWh — Very Small 34.312 / Small 28.040 / Small-Medium 27.513 / Medium 24.458 / Large 23.366 / Very Large 21.457 / Extra Large 20.973 / Average 23.609; Q1-2026 provisional; file notes a Very Small revision from Q4-2024 onward (ongoing supplier data-quality engagement). 2025 quarterly XL 22.253/20.528/20.242/20.668 (annual mean 20.923 p/kWh = 209.23 GBP/MWh vs workbook r20 209.27 — within 0.05, June-2026 revisions; cross-check PASS). (2) BEIS/DESNZ, Industrial Price Statistics — data sources and methodologies (Sept-2017 edition, still current on gov.uk): QEP 3.4.1 from the Price Transparency survey — 6 electricity + 8 gas suppliers, ~60% of industrial electricity sales, 100% response; 'the average price for each size of consumer is obtained by dividing the total quantity of purchases into their total value' — i.e. AVERAGE UNIT REVENUE ACROSS ALL CONTRACTS IN FORCE, not new-contract prices; bands per EU Council Regulation 2016/1952; data provisional 3 months after quarter-end, finalised +3 months. No contract-vintage discussion in the note. Used in: Q93 update, Q92 status, procurement_vintage.html out-of-sample panel. Q1 implied-wholesale arithmetic uses each year's ANNUAL modelled components (timeseries r113/r14/r6/r22) against the quarterly QEP print — approximation flagged in the exhibit.",1,https://www.gov.uk/government/statistical-data-sets/gas-and-electricity-prices-in-the-non-domestic-sector ; https://assets.publishing.service.gov.uk/media/6a4247b8db380b085e94aaeb/table_341__2_.xlsx ; https://assets.publishing.service.gov.uk/media/5a81e2f9ed915d74e3400967/Industrial_price_methodology_-_updated_Sept_2017.pdf,2026-07-26,
S205,"EII EXEMPT-SHARE SOURCES retrieved 2026-07-26 (Q97). (1) Ofgem RO Annual Reports (GB): SY23 2024-25 (pub 27.03.2026) Figure 5.5 p.60 — EII supply 12,328,678 MWh / excluded 11,983,131 / GB supply incl EII 252,580,657 / 4.74%; 26 suppliers with EII customers; footnote 53 misprints 9.72 TWh (prior-year carryover) — figures VERIFIED against downloaded PDF. Prior editions: SY22 Fig 5.5-5.6 (11,787,859/9,721,225/251,040,593); SY21 Fig 5.4; SY20 Fig 5.5; 2020-21 Table 4.4; 2019-20 and 2018-19 Table 4.1 (GB supply derived obligated+excluded). Exemption 85% to 31.03.2024, 100% from 01.04.2024 (SI 2024/419; EM para 12.1: +0.2-0.3 GBP/MWh on non-eligible bills). (2) LCCC data portal, Actual Eligible Demand daily CSV (open, no login): columns Actual_Eligible_Demand_MWh / Actual_EII_Excluded_Electricity_MWh, re-aggregated Apr-Mar in-session (FY17 2.77 partial-start .. FY24 10.61 / FY25 12.46 TWh; FY26 partial 4.78% of eligible) — VERIFIED by own aggregation. (3) DUKES 5.1.2 (2025 edition, pub 31.07.2025): industrial consumption col — 2018 92.12 .. 2024 82.37 TWh — VERIFIED against downloaded xlsx. (4) Counts/costs: DBT Final IA UKIA 2024/64 (c.300 businesses, ~400m/yr, household 4-6/yr); DBT news 02.04.2024 (~370); DBT news 31.10.2025 (~500, NCC 60->90% Apr-2026, up to 420m/yr); Hansard 04.02.2026 draft EII Support Payments and Levy (Amendment) Regs (550 companies); Supercharger consultation Jul-2023 (>300); BEIS 2017 gov response (design est 9.9 of 11.7 TWh); BEIS 2018 exempted-electricity estimates (10.1->12.3 TWh forecast). (5) RO level calculation 2026-27 (Sep-2025): 11.9 TWh exempt forecast vs 263.4 TWh GB supply. NEGATIVE RESULT: no public DESNZ/DBT register of EII certificate holders exists (gov.uk content-API probes 404; search API surfaces guidance only). FiT levelisation NOT usable for EII share (bundles green-import exemption; 2021-22 notice: EII reported 12,584,271 MWh / claimed 10,340,665). Gated/dead ends: researchbriefings CBP-10932 Cloudflare; Lords Hansard 05.03.2024 403. Used in: timeseries r126-131, Q97, exempt_share.html.",1,https://www.ofgem.gov.uk/sites/default/files/2026-03/RO_24-25_SY23_Annual_Report-20260327121336.pdf ; https://dp.lowcarboncontracts.uk/dataset/actual-eligible-demand ; https://assets.publishing.service.gov.uk/media/688a29846478525675739056/DUKES_5.1.2.xlsx ; https://www.legislation.gov.uk/ukia/2024/64/pdfs/ukia_20240064_en.pdf ; https://hansard.parliament.uk/commons/2026-02-04/debates/cd4fcb2b-982e-4a88-a906-e77cd6bd1716/DraftEnergy-IntensiveIndustryElectricitySupportPaymentsAndLevy(Amendment)Regulations2026,2026-07-26,
S206,"NUCLEAR SCHEDULE BASELINES retrieved 2026-07-26 (article fig14; nuclear_global section D cols L-N). Original planned schedules AT/NEAREST CONSTRUCTION START vs IAEA PRIS actuals, all quotes fetched and verified by research agent; three load-bearing baselines RE-VERIFIED in-session (OL3 WNA Finland 'commercial operation expected in mid-2009' on the 12/2003 EUR3.2bn turnkey; Sanmen WNN 20.04.2009 'begin operation in August 2013'; HPC Construction Enquirer 22.02.2026 'Unit 1 is now scheduled to start up in 2030... GBP35bn in 2015 prices - equivalent to GBP48bn today', EDF annual results). Other baselines: Vogtle GA PSC certified CODs 2016-04/2017-04 (IEEFA Jan-2022 quoting cert order; WNN 18.03.2009); Flamanville EDF 12/2007 'in service... 2012' EUR3.3bn (WNN 04.12.2007; CdC via AFP: grid 12 yrs late, 20.4bn EUR2015); Taishan WNN 16.04.2010 start-up 2013; Fuqing-5 WNN 26.05.2016 completed 2019 (WEAK - construction-day link dead); Fangchenggang-3 WNN 13.09.2016 start-up 2019; Barakah ENEC 07/2012 operational 2017 + WNN: 2018-21 gap = operator training/FANR licensing NOT construction; Shin-Hanul-1 WNN 26.06.2013 completed Apr-2017 (NEI: COD originally Apr-2017); Leningrad-II-1 WNN 19.04.2010 commissioning Oct-2013; Belarusian-1 IAEA 06.11.2013 operation by 2018 (60-month contract; 2011 baseline 2016); Kakrapar-3 WNN 22.11.2010 start-up 2015 (WNA: 66 months to COD); K-2 WNA 72-month plan + WNN 16.04.2020 COD 2021 (weak dating). HPC FID baseline: gov.uk 29.09.2016 contract GBP18bn; EDF 03.07.2017 'initial delivery objective for Unit 1 at the end of 2025'; Jan-2024 update 2029-2031/GBP31-35bn 2015 (WNN). 'Christmas turkeys 2017' claim: reported speech, 2007, majority-attributed to EDF's de Rivaz (ITV 15.09.2016, Carbon Brief, ECIU) but Spectator 22.10.2015 attributes to EDF's Andrew Brown - USE WITH ATTRIBUTION CAVEAT ONLY. CAVEATS (in fig14 caption): baseline wording start-up/commissioning vs COD = months of ambiguity; FLA3 measured to grid; slips vs certified-COD baselines (Vogtle) predate first concrete. Gated/dead ends: ccomptes.fr timeout; NCE 403; TVO 2003 release no stable URL. Used in: nuclear_global r35/r46-60 cols L-N, article fig14 + section 9 lead sentence.",1,https://world-nuclear.org/information-library/country-profiles/countries-a-f/finland ; https://www.world-nuclear-news.org/Articles/First-concrete-at-Sanmen ; https://world-nuclear-news.org/Articles/Georgia-PSC-approves-new-Vogtle-units ; https://www.world-nuclear-news.org/Articles/Construction-of-Flamanville-EPR-begins ; https://www.constructionenquirer.com/2026/02/22/me-delay-pushes-hinkley-c-first-reactor-start-up-back-a-year/ ; https://www.edf.fr/en/the-edf-group/dedicated-sections/journalists/all-press-releases/clarifications-on-hinkley-point-c-project,2026-07-26,
S207,"SAN'AO-1 + TAISHAN-2 SCHEDULE ADDITIONS retrieved 2026-07-26 (owner request; article fig14 now 17 units; nuclear_global r61-62 via insert_rows(61,2) - cross-sheet refs checked first: only stage8_summary C6/C7 -> nuclear_global H10/C29, both above the insertion point, unaffected). (1) San'ao-1 (CGN, Hualong One, 1116 MWe net): first concrete 31.12.2020; grid 12.03.2026; commercial operation 29.04.2026 = 5 years 4 months (WNN 29.04.2026, VERIFIED in-session); era baseline WNN 04.01.2022 (San'ao-2 construction start article): 'San'ao 1 and 2 are scheduled to begin supplying electricity in 2026 and 2027, respectively' (VERIFIED in-session) -> ON PLAN; corroboration NucNet 04.04.2026, CNNC 14.03.2026 grid release. (2) Taishan-2 (EPR 1660 MWe): construction start 15.04.2010, grid 23.06.2019, commercial operation 07.09.2019 = 9.4 yr (PRIS; NucNet/WNN 2019 era articles corroborate); baseline = the SAME WNN 16.04.2010 article banked under S206 ('start up in 2013 and 2015, respectively') -> unit 2 planned 2015, slip ~4.2-4.5 yr. ROSTER NOTE: section D originally sampled one lead unit per project (Vogtle pair excepted); San'ao postdated the sample (COD 04/2026). Article prose updated: HPR1000 range 5.3-7.2. Used in: nuclear_global r61-62, DATA.delays, fig14.",1,https://www.world-nuclear-news.org/articles/first-unit-at-sanao-enters-commercial-operation ; https://www.world-nuclear-news.org/Articles/Second-San-ao-unit-under-construction ; https://world-nuclear-news.org/articles/second-epr-at-china-s-taishan-site-connected-to-gr ; https://www.world-nuclear-news.org/Articles/First-concrete-for-second-Taishan-reactor,2026-07-26,
